hero1_nick;hero2_nick;hero1_name;hero2_name
MR. FANTASTIC;THOR;REED R;DR. DONALD BLAK
JARVIS, EDWIN ;MR. FANTASTIC;;REED R
IRON MAN;MR. FANTASTIC;TONY STARK ;REED R
MR. FANTASTIC;SILVER SURFER;REED R;NORRIN
SILVER SURFER;THING;NORRIN;BENJAMIN J. GR
CAPTAIN AMERICA;SILVER SURFER;;NORRIN
INVISIBLE WOMAN;SILVER SURFER;SUE ;NORRIN
HUMAN TORCH;SILVER SURFER;JOHNNY S;NORRIN
SILVER SURFER;THOR;NORRIN;DR. DONALD BLAK
JARVIS, EDWIN ;SILVER SURFER;;NORRIN
IRON MAN;SILVER SURFER;TONY STARK ;NORRIN
IRON MAN;THING;TONY STARK ;BENJAMIN J. GR
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
INVISIBLE WOMAN;IRON MAN;SUE ;TONY STARK 
HUMAN TORCH;IRON MAN;JOHNNY S;TONY STARK 
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
JARVIS, EDWIN ;THING;;BENJAMIN J. GR
CAPTAIN AMERICA;JARVIS, EDWIN ;;
INVISIBLE WOMAN;JARVIS, EDWIN ;SUE ;
HUMAN TORCH;JARVIS, EDWIN ;JOHNNY S;
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
THING;THOR;BENJAMIN J. GR;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
INVISIBLE WOMAN;THOR;SUE ;DR. DONALD BLAK
HUMAN TORCH;THOR;JOHNNY S;DR. DONALD BLAK
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
CAPTAIN AMERICA;HUMAN TORCH;;JOHNNY S
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
CAPTAIN AMERICA;INVISIBLE WOMAN;;SUE 
CAPTAIN AMERICA;THING;;BENJAMIN J. GR
HERCULES [GREEK GOD];ICEMAN;;ROBERT BOBBY 
ICEMAN;JARVIS, EDWIN ;ROBERT BOBBY ;
ICEMAN;VISION ;ROBERT BOBBY ;
BLACK PANTHER;ICEMAN;T'CHAL;ROBERT BOBBY 
ICEMAN;IRON MAN;ROBERT BOBBY ;TONY STARK 
BLACK WIDOW;ICEMAN;NATASHA ;ROBERT BOBBY 
ANT-MAN;ICEMAN;DR. HENRY J.;ROBERT BOBBY 
CAPTAIN AMERICA;ICEMAN;;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ICEMAN;THOR;ROBERT BOBBY ;DR. DONALD BLAK
ICEMAN;WASP;ROBERT BOBBY ;JANET VAN DYNE 
ICEMAN;WONDER MAN;ROBERT BOBBY ;SIMON WIL
ICEMAN;SCARLET WITCH;ROBERT BOBBY ;WANDA 
HAWK;ICEMAN;;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;HERCULES [GREEK GOD];HENRY &HANK& P;
BEAST;JARVIS, EDWIN ;HENRY &HANK& P;
BEAST;VISION ;HENRY &HANK& P;
BEAST;BLACK PANTHER;HENRY &HANK& P;T'CHAL
BEAST;IRON MAN;HENRY &HANK& P;TONY STARK 
BEAST;BLACK WIDOW;HENRY &HANK& P;NATASHA 
ANT-MAN;BEAST;DR. HENRY J.;HENRY &HANK& P
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;THOR;HENRY &HANK& P;DR. DONALD BLAK
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
BEAST;WONDER MAN;HENRY &HANK& P;SIMON WIL
BEAST;SCARLET WITCH;HENRY &HANK& P;WANDA 
BEAST;HAWK;HENRY &HANK& P;
HAWK;HERCULES [GREEK GOD];;
HAWK;JARVIS, EDWIN ;;
HAWK;VISION ;;
BLACK PANTHER;HAWK;T'CHAL;
HAWK;IRON MAN;;TONY STARK 
BLACK WIDOW;HAWK;NATASHA ;
ANT-MAN;HAWK;DR. HENRY J.;
CAPTAIN AMERICA;HAWK;;
ANGEL;HAWK;WARREN KENNETH;
HAWK;THOR;;DR. DONALD BLAK
HAWK;WASP;;JANET VAN DYNE 
HAWK;WONDER MAN;;SIMON WIL
HAWK;SCARLET WITCH;;WANDA 
HERCULES [GREEK GOD];SCARLET WITCH;;WANDA 
JARVIS, EDWIN ;SCARLET WITCH;;WANDA 
SCARLET WITCH;VISION ;WANDA ;
BLACK PANTHER;SCARLET WITCH;T'CHAL;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
BLACK WIDOW;SCARLET WITCH;NATASHA ;WANDA 
ANT-MAN;SCARLET WITCH;DR. HENRY J.;WANDA 
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
ANGEL;SCARLET WITCH;WARREN KENNETH;WANDA 
SCARLET WITCH;THOR;WANDA ;DR. DONALD BLAK
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
HERCULES [GREEK GOD];WONDER MAN;;SIMON WIL
JARVIS, EDWIN ;WONDER MAN;;SIMON WIL
VISION ;WONDER MAN;;SIMON WIL
BLACK PANTHER;WONDER MAN;T'CHAL;SIMON WIL
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
BLACK WIDOW;WONDER MAN;NATASHA ;SIMON WIL
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
ANGEL;WONDER MAN;WARREN KENNETH;SIMON WIL
THOR;WONDER MAN;DR. DONALD BLAK;SIMON WIL
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
HERCULES [GREEK GOD];WASP;;JANET VAN DYNE 
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
VISION ;WASP;;JANET VAN DYNE 
BLACK PANTHER;WASP;T'CHAL;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
ANGEL;WASP;WARREN KENNETH;JANET VAN DYNE 
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
HERCULES [GREEK GOD];THOR;;DR. DONALD BLAK
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
THOR;VISION ;DR. DONALD BLAK;
BLACK PANTHER;THOR;T'CHAL;DR. DONALD BLAK
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
BLACK WIDOW;THOR;NATASHA ;DR. DONALD BLAK
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
ANGEL;THOR;WARREN KENNETH;DR. DONALD BLAK
ANGEL;HERCULES [GREEK GOD];WARREN KENNETH;
ANGEL;JARVIS, EDWIN ;WARREN KENNETH;
ANGEL;VISION ;WARREN KENNETH;
ANGEL;BLACK PANTHER;WARREN KENNETH;T'CHAL
ANGEL;IRON MAN;WARREN KENNETH;TONY STARK 
ANGEL;BLACK WIDOW;WARREN KENNETH;NATASHA 
ANGEL;ANT-MAN;WARREN KENNETH;DR. HENRY J.
ANGEL;CAPTAIN AMERICA;WARREN KENNETH;
CAPTAIN AMERICA;HERCULES [GREEK GOD];;
CAPTAIN AMERICA;JARVIS, EDWIN ;;
CAPTAIN AMERICA;VISION ;;
BLACK PANTHER;CAPTAIN AMERICA;T'CHAL;
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
BLACK WIDOW;CAPTAIN AMERICA;NATASHA ;
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
ANT-MAN;HERCULES [GREEK GOD];DR. HENRY J.;
ANT-MAN;JARVIS, EDWIN ;DR. HENRY J.;
ANT-MAN;VISION ;DR. HENRY J.;
ANT-MAN;BLACK PANTHER;DR. HENRY J.;T'CHAL
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
ANT-MAN;BLACK WIDOW;DR. HENRY J.;NATASHA 
BLACK WIDOW;HERCULES [GREEK GOD];NATASHA ;
BLACK WIDOW;JARVIS, EDWIN ;NATASHA ;
BLACK WIDOW;VISION ;NATASHA ;
BLACK PANTHER;BLACK WIDOW;T'CHAL;NATASHA 
BLACK WIDOW;IRON MAN;NATASHA ;TONY STARK 
HERCULES [GREEK GOD];IRON MAN;;TONY STARK 
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
IRON MAN;VISION ;TONY STARK ;
BLACK PANTHER;IRON MAN;T'CHAL;TONY STARK 
BLACK PANTHER;HERCULES [GREEK GOD];T'CHAL;
BLACK PANTHER;JARVIS, EDWIN ;T'CHAL;
BLACK PANTHER;VISION ;T'CHAL;
HERCULES [GREEK GOD];VISION ;;
JARVIS, EDWIN ;VISION ;;
HERCULES [GREEK GOD];JARVIS, EDWIN ;;
BEAST;THOR;HENRY &HANK& P;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
THOR;VISION ;DR. DONALD BLAK;
THOR;WONDER MAN;DR. DONALD BLAK;SIMON WIL
SCARLET WITCH;THOR;WANDA ;DR. DONALD BLAK
BEAST;SCARLET WITCH;HENRY &HANK& P;WANDA 
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
SCARLET WITCH;VISION ;WANDA ;
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
BEAST;WONDER MAN;HENRY &HANK& P;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
VISION ;WONDER MAN;;SIMON WIL
BEAST;VISION ;HENRY &HANK& P;
CAPTAIN AMERICA;VISION ;;
IRON MAN;VISION ;TONY STARK ;
VISION ;WASP;;JANET VAN DYNE 
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
BEAST;IRON MAN;HENRY &HANK& P;TONY STARK 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
ANT-MAN;JARVIS, EDWIN ;DR. HENRY J.;
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;JARVIS, EDWIN ;;
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
CAPTAIN AMERICA;JARVIS, EDWIN ;;
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
ANT-MAN;JARVIS, EDWIN ;DR. HENRY J.;
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;JARVIS, EDWIN ;;
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
CAPTAIN AMERICA;JARVIS, EDWIN ;;
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;ROBERTSON, JOE;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;ROBERTSON, JOE;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
FIRESTAR;WATSON-PARKER, MARY ;ANGELICA JO;
FIRESTAR;SPIDER-MAN;ANGELICA JO;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;ROBERTSON, JOE;;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
CYCLOPS;SPIDER-MAN;SCOTT SUMMER;PETER PAR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
DR. STRANGE;SCARLET WITCH;STEPHEN ;WANDA 
DR. DOOM;DR. STRANGE;VICTOR VON ;STEPHEN 
DR. STRANGE;SCARLET WITCH;STEPHEN ;WANDA 
DR. DOOM;SCARLET WITCH;VICTOR VON ;WANDA 
HULK;SCARLET WITCH;DR. ROBERT BRUC;WANDA 
DR. STRANGE;SCARLET WITCH;STEPHEN ;WANDA 
DR. STRANGE;HULK;STEPHEN ;DR. ROBERT BRUC
DR. DOOM;SILVER SURFER;VICTOR VON ;NORRIN
DR. STRANGE;SILVER SURFER;STEPHEN ;NORRIN
DR. DOOM;DR. STRANGE;VICTOR VON ;STEPHEN 
DR. STRANGE;SILVER SURFER;STEPHEN ;NORRIN
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;SPIDER-MAN;HENRY &HANK& P;PETER PAR
BEAST;SCARLET WITCH;HENRY &HANK& P;WANDA 
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;QUICKSILVER;HENRY &HANK& P;PIETRO M
PROFESSOR X;QUICKSILVER;CHARLES ;PIETRO M
CYCLOPS;QUICKSILVER;SCOTT SUMMER;PIETRO M
QUICKSILVER;SPIDER-MAN;PIETRO M;PETER PAR
QUICKSILVER;SCARLET WITCH;PIETRO M;WANDA 
ICEMAN;QUICKSILVER;ROBERT BOBBY ;PIETRO M
MARVEL GIRL;QUICKSILVER;JEAN GRE;PIETRO M
ANGEL;QUICKSILVER;WARREN KENNETH;PIETRO M
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;SPIDER-MAN;WARREN KENNETH;PETER PAR
ANGEL;SCARLET WITCH;WARREN KENNETH;WANDA 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MARVEL GIRL;SPIDER-MAN;JEAN GRE;PETER PAR
MARVEL GIRL;SCARLET WITCH;JEAN GRE;WANDA 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ICEMAN;SPIDER-MAN;ROBERT BOBBY ;PETER PAR
ICEMAN;SCARLET WITCH;ROBERT BOBBY ;WANDA 
PROFESSOR X;SCARLET WITCH;CHARLES ;WANDA 
CYCLOPS;SCARLET WITCH;SCOTT SUMMER;WANDA 
SCARLET WITCH;SPIDER-MAN;WANDA ;PETER PAR
PROFESSOR X;SPIDER-MAN;CHARLES ;PETER PAR
CYCLOPS;SPIDER-MAN;SCOTT SUMMER;PETER PAR
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
