hero1_nick,hero2_nick,weight
"GRANT, GLORIA GLORY","JAMESON, J. JONAH",0.09959623149394348
SCARLET WITCH,SPIDER-WOMAN II,0.09959623149394348
ANGEL,ROGUE ,0.09959623149394348
ANT-MAN,MOCKINGBIRD,0.09959623149394348
IRON FIST,"WING, COLLEEN",0.09959623149394348
SPIDER-MAN,VISION ,0.09959623149394348
NORTHSTAR,SASQUATCH,0.09959623149394348
CYCLOPS,SHADOWCAT,0.09959623149394348
COLOSSUS II,ICEMAN,0.09959623149394348
"OSBORN, HARRY","THOMPSON, EUGENE FLA",0.09959623149394348
JUBILEE,SKIN,0.09959623149394348
NIGHT THRASHER,NOVA,0.09825033647375504
PUCK,SASQUATCH,0.09825033647375504
AURORA,SASQUATCH,0.09825033647375504
"URICH, BEN","WATSON-PARKER, MARY ",0.09825033647375504
POLARIS,PROFESSOR X,0.09825033647375504
HEIMDALL [ASGARDIAN],LOKI [ASGARDIAN],0.09825033647375504
BANSHEE,PROFESSOR X,0.09825033647375504
IRON MAN,MOCKINGBIRD,0.09825033647375504
JUBILEE,WHITE QUEEN,0.09825033647375504
POLARIS,STORM,0.09825033647375504
BLACK KNIGHT V,SHE-HULK,0.09825033647375504
SPIDER-WOMAN II,USAGENT,0.09825033647375504
SILVER SURFER,THING,0.09690444145356662
BLACK WIDOW,CRYSTAL [INHUMAN],0.09690444145356662
PROFESSOR X,PSYLOCKE,0.09690444145356662
"JONES, RICHARD MILHO","ROSS, GEN. THADDEUS ",0.09690444145356662
ODIN [ASGARDIAN],VIZIER,0.09690444145356662
"MACTAGGERT, MOIRA KI",SHADOWCAT,0.09690444145356662
SIRYN,THUNDERBIRD II,0.09690444145356662
CHAMBER,JUBILEE,0.09690444145356662
CAPTAIN AMERICA,CRYSTAL [INHUMAN],0.09690444145356662
ANT-MAN,THING,0.09690444145356662
BEAST,"JARVIS, EDWIN ",0.09690444145356662
HAVOK,ICEMAN,0.09690444145356662
SUNSPOT,THUNDERBIRD II,0.09690444145356662
"ROBERTSON, JOE","THOMPSON, EUGENE FLA",0.09690444145356662
HAWK,USAGENT,0.0955585464333782
CANNONBALL II,CYCLOPS,0.0955585464333782
ANT-MAN,SHE-HULK,0.0955585464333782
CHAMBER,SKIN,0.0955585464333782
ANT-MAN,MR. FANTASTIC,0.0955585464333782
"OSBORN, HARRY","ROBERTSON, JOE",0.0955585464333782
THOR,VIZIER,0.0955585464333782
COLOSSUS II,WOLFSBANE,0.0955585464333782
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN],0.0955585464333782
HULK,THOR,0.0955585464333782
GAMBIT,ICEMAN,0.0955585464333782
ICEMAN,ROGUE ,0.0955585464333782
HUSK,JUBILEE,0.0955585464333782
ANGEL,HAVOK,0.0955585464333782
CYCLOPS,MAGNETO,0.0955585464333782
SASQUATCH,SHAMAN,0.0955585464333782
BEAST,HAVOK,0.0955585464333782
"OSBORN, LIZ ALLAN","PARKER, MAY",0.0955585464333782
"JAMESON, J. JONAH","WATSON, ANNA",0.09421265141318977
CAPTAIN AMERICA,HUMAN TORCH ANDROID,0.09421265141318977
"JAMESON, J. JONAH","STACY, GWEN",0.09421265141318977
CAPTAIN AMERICA,STARFOX,0.09421265141318977
HULK,WOLVERINE,0.09421265141318977
CYCLOPS,"MACTAGGERT, MOIRA KI",0.09421265141318977
"GRANT, GLORIA GLORY","ROBERTSON, JOE",0.09421265141318977
"BANNER, BETTY ROSS T",DOC SAMSON,0.09421265141318977
CAPTAIN AMERICA,DAREDEVIL,0.09421265141318977
BISHOP ,STORM,0.09421265141318977
CYCLOPS,THING,0.09421265141318977
IRON MAN,SUB-MARINER,0.09421265141318977
BANSHEE,WHITE QUEEN,0.09421265141318977
DR. STRANGE,SPIDER-MAN,0.09421265141318977
GALACTUS,SILVER SURFER,0.09286675639300135
HULK,WASP,0.09286675639300135
BISHOP ,MARVEL GIRL,0.09286675639300135
DR. STRANGE,SILVER SURFER,0.09286675639300135
KARNILLA [ASGARDIAN],SIF,0.09286675639300135
HELLCAT,HULK,0.09286675639300135
POLARIS,WOLVERINE,0.09286675639300135
SHANNA,ZABU,0.09286675639300135
BLACK BOLT,LOCKJAW [INHUMAN],0.09286675639300135
"DE LA FONTAINE, CONT","FURY, COL. NICHOLAS ",0.09286675639300135
MAGNETO,ROGUE ,0.09286675639300135
BLACK KNIGHT V,VISION ,0.09286675639300135
DAZZLER II,WOLVERINE,0.09286675639300135
CANNONBALL II,MARVEL GIRL,0.09286675639300135
SUB-MARINER,WASP,0.09286675639300135
STORM,THING,0.09152086137281291
MEGGAN,PHOENIX III,0.09152086137281291
HULK,VISION ,0.09152086137281291
ICEMAN,POLARIS,0.09152086137281291
HAVOK,PROFESSOR X,0.09152086137281291
PUCK,SHAMAN,0.09152086137281291
"JAMESON, J. JONAH","JAMESON, MARLA MADIS",0.09152086137281291
TIGRA,WASP,0.09152086137281291
HUMAN TORCH,SILVER SURFER,0.09152086137281291
HUMAN TORCH,MS. MARVEL II,0.09152086137281291
HERCULES [GREEK GOD],SHE-HULK,0.09152086137281291
SCARLET WITCH,TIGRA,0.09152086137281291
KARNAK [INHUMAN],LOCKJAW [INHUMAN],0.09152086137281291
"LEEDS, BETTY BRANT","OSBORN, LIZ ALLAN",0.09152086137281291
HUSK,SKIN,0.09152086137281291
GORGON [INHUMAN],LOCKJAW [INHUMAN],0.09152086137281291
BEAST,POLARIS,0.09152086137281291
LIZARD,SPIDER-MAN,0.0901749663526245
CAPTAIN AMERICA,"CARTER, PEGGY",0.0901749663526245
CANNONBALL II,MAGMA,0.0901749663526245
CRYSTAL [INHUMAN],TRITON,0.0901749663526245
CYCLOPS,HUMAN TORCH,0.0901749663526245
"ROM, SPACEKNIGHT",STARSHINE II,0.0901749663526245
ANGEL,GAMBIT,0.0901749663526245
ANCIENT ONE,DR. STRANGE,0.0901749663526245
INVISIBLE WOMAN,MEDUSA,0.0901749663526245
BINARY,VISION ,0.0901749663526245
LOCKHEED,MEGGAN,0.0901749663526245
LILANDRA NERAMANI [S,PROFESSOR X,0.08882907133243607
SKIN,WHITE QUEEN,0.08882907133243607
SCARLET WITCH,SPIDER-MAN,0.08882907133243607
CAPTAIN MARVEL II,HAWK,0.08882907133243607
NAMORITA,SPEEDBALL,0.08882907133243607
JUBILEE,SYNCH,0.08882907133243607
HAWK,HUMAN TORCH,0.08882907133243607
MOCKINGBIRD,SCARLET WITCH,0.08882907133243607
CAPTAIN AMERICA,DR. STRANGE,0.08882907133243607
CHAMBER,HUSK,0.08882907133243607
HUMAN TORCH,WOLVERINE,0.08882907133243607
THING,WONDER MAN,0.08882907133243607
DORMA [ATLANTEAN],SUB-MARINER,0.08882907133243607
"OSBORN, HARRY","OSBORN, LIZ ALLAN",0.08882907133243607
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN],0.08882907133243607
BEAST,THING,0.08882907133243607
ANT-MAN,INVISIBLE WOMAN,0.08882907133243607
CAPTAIN BRITAIN,PHOENIX III,0.08882907133243607
ICEMAN,PSYLOCKE,0.08748317631224764
CHAMBER,WHITE QUEEN,0.08748317631224764
BANSHEE,SKIN,0.08748317631224764
BINARY,WASP,0.08748317631224764
CAPTAIN AMERICA,CYCLOPS,0.08748317631224764
FIRESTAR,NAMORITA,0.08748317631224764
HUSK,WHITE QUEEN,0.08748317631224764
HELLCAT,NIGHTHAWK II,0.08748317631224764
SIRYN,SUNSPOT,0.08748317631224764
HUSK,SYNCH,0.08748317631224764
"ROBERTSON, RANDY",SPIDER-MAN,0.08748317631224764
"OSBORN, LIZ ALLAN","WATSON-PARKER, MARY ",0.08748317631224764
FANDRAL [ASGARDIAN],VIZIER,0.08748317631224764
"ROBERTSON, JOE","URICH, BEN",0.08748317631224764
DAZZLER II,ROGUE ,0.08748317631224764
SKIN,SYNCH,0.08748317631224764
ANGEL,POLARIS,0.08748317631224764
HULK,SILVER SURFER,0.08748317631224764
"JARVIS, EDWIN ",QUICKSILVER,0.08748317631224764
CYPHER,SHADOWCAT,0.08748317631224764
IRON MAN,MANDARIN,0.08613728129205922
JUSTICE II,NOVA,0.08613728129205922
MAGIK,WARLOCK III,0.08613728129205922
CAPTAIN MARVEL II,STARFOX,0.08613728129205922
CAPTAIN MARVEL,"JONES, RICHARD MILHO",0.08613728129205922
ANGEL,"SUMMERS, NATHAN CHRI",0.08613728129205922
HULK,SCARLET WITCH,0.08613728129205922
CAPTAIN AMERICA,DR. DOOM,0.08613728129205922
DOC SAMSON,"ROSS, GEN. THADDEUS ",0.08613728129205922
BISHOP ,PROFESSOR X,0.08613728129205922
BANSHEE,CHAMBER,0.08613728129205922
CAPTAIN MARVEL II,HERCULES [GREEK GOD],0.08613728129205922
VIZIER,VOLSTAGG,0.08613728129205922
AURORA,SHAMAN,0.08613728129205922
LOCKJAW [INHUMAN],MEDUSA,0.08613728129205922
NORTHSTAR,SHAMAN,0.08613728129205922
HOGUN [ASGARDIAN],VIZIER,0.08613728129205922
BEAST,HAWK,0.08613728129205922
STARFOX,VISION ,0.08613728129205922
HUMAN TORCH ANDROID,SUB-MARINER,0.0847913862718708
DR. STRANGE,"WOLFE, SARA",0.0847913862718708
MR. FANTASTIC,SILVER SURFER,0.0847913862718708
SERSI,VISION ,0.0847913862718708
NAMORITA,SUB-MARINER,0.0847913862718708
"ALRAUNE, MARLENE",FRENCHIE,0.0847913862718708
HULK,LEADER,0.0847913862718708
"MASTERS, ALICIA REIS","RICHARDS, FRANKLIN B",0.0847913862718708
"OSBORN, HARRY","STACY, GWEN",0.0847913862718708
BISHOP ,ICEMAN,0.0847913862718708
"FURY, COL. NICHOLAS ","JONES, GABE",0.0847913862718708
DAREDEVIL,HUMAN TORCH,0.0847913862718708
"JAMESON, COL. JOHN ",SPIDER-MAN,0.08344549125168237
HAWK,HULK,0.08344549125168237
CHAMBER,SYNCH,0.08344549125168237
SYNCH,WHITE QUEEN,0.08344549125168237
JUBILEE,PENANCE,0.08344549125168237
CHAMBER,PENANCE,0.08344549125168237
"LUBENSKI, NATE",SPIDER-MAN,0.08344549125168237
BINARY,SCARLET WITCH,0.08344549125168237
STORM,"SUMMERS, NATHAN CHRI",0.08344549125168237
"CUSHING, KATE",SPIDER-MAN,0.08344549125168237
SPIDER-MAN,WOLVERINE,0.08344549125168237
PROFESSOR X,THING,0.08344549125168237
HERCULES [GREEK GOD],WONDER MAN,0.08344549125168237
ANT-MAN,CRYSTAL [INHUMAN],0.08344549125168237
CAPTAIN MARVEL II,VISION ,0.08344549125168237
FIRESTAR,SPEEDBALL,0.08209959623149395
MAGMA,WOLFSBANE,0.08209959623149395
SANDMAN,SPIDER-MAN,0.08209959623149395
DR. STRANGE,SCARLET WITCH,0.08209959623149395
NAMORITA,NIGHT THRASHER,0.08209959623149395
QUASAR III,SHE-HULK,0.08209959623149395
COLOSSUS II,POLARIS,0.08209959623149395
QUICKSILVER,WONDER MAN,0.08209959623149395
SUB-MARINER,THOR,0.08209959623149395
STARFOX,WASP,0.08209959623149395
HERCULES [GREEK GOD],THUNDERSTRIKE,0.08209959623149395
CAPTAIN MARVEL II,SCARLET WITCH,0.08209959623149395
HOBGOBLIN V,SPIDER-MAN,0.08209959623149395
BANSHEE,HUSK,0.08209959623149395
FIRESTAR,NIGHT THRASHER,0.08209959623149395
MAGMA,MIRAGE II,0.08209959623149395
HAWK,INVISIBLE WOMAN,0.08209959623149395
CAPTAIN BRITAIN,LOCKHEED,0.08209959623149395
IRON MAN,SPIDER-WOMAN II,0.08209959623149395
"JAMESON, MARLA MADIS",SPIDER-MAN,0.08075370121130551
INVISIBLE WOMAN,SILVER SURFER,0.08075370121130551
DAREDEVIL,THING,0.08075370121130551
CANNONBALL II,RICTOR,0.08075370121130551
DAZZLER II,PSYLOCKE,0.08075370121130551
CAPTAIN AMERICA,PROFESSOR X,0.08075370121130551
LYJA LAZERFIST [SKRU,MR. FANTASTIC,0.08075370121130551
PENANCE,SKIN,0.08075370121130551
SCARLET WITCH,STARFOX,0.08075370121130551
BANSHEE,"MACTAGGERT, MOIRA KI",0.08075370121130551
BLACK WIDOW,THOR,0.08075370121130551
HULK,SHE-HULK,0.08075370121130551
ICEMAN,"SUMMERS, NATHAN CHRI",0.08075370121130551
INVISIBLE WOMAN,WONDER MAN,0.08075370121130551
CAPTAIN AMERICA,DIAMONDBACK II,0.08075370121130551
BEAST,MOONDRAGON,0.07940780619111709
DR. STRANGE,HELLCAT,0.07940780619111709
"JONES, MARLO CHANDLE","JONES, RICHARD MILHO",0.07940780619111709
BEAST,MR. FANTASTIC,0.07940780619111709
BOX IV,SASQUATCH,0.07940780619111709
BEAST,CANNONBALL II,0.07940780619111709
HUMAN TORCH,STORM,0.07940780619111709
MOONSTONE II,SCREAMING MIMI,0.07940780619111709
MOCKINGBIRD,VISION ,0.07940780619111709
HUMAN TORCH,PROFESSOR X,0.07940780619111709
MOONDRAGON,VISION ,0.07940780619111709
GARGOYLE II,"NORRISS, SISTER BARB",0.07940780619111709
"MACTAGGERT, MOIRA KI",WOLFSBANE,0.07940780619111709
"CAGE, LUKE","KNIGHT, MISTY",0.07806191117092867
ANGEL,NIGHTCRAWLER,0.07806191117092867
DR. STRANGE,RINTRAH,0.07806191117092867
BOOMER,DOMINO III,0.07806191117092867
DR. DOOM,SUB-MARINER,0.07806191117092867
BANSHEE,SYNCH,0.07806191117092867
ANT-MAN,USAGENT,0.07806191117092867
ANT-MAN,HUMAN TORCH,0.07806191117092867
"LUBENSKI, NATE","PARKER, MAY",0.07806191117092867
"JARVIS, EDWIN ",SHE-HULK,0.07806191117092867
IRON MAN,"SITWELL, JASPER",0.07806191117092867
SHADOWCAT,WOLFSBANE,0.07806191117092867
SIF,VIZIER,0.07806191117092867
BINARY,CAPTAIN AMERICA,0.07806191117092867
SHE-HULK,SUB-MARINER,0.07806191117092867
SCARLET WITCH,SUB-MARINER,0.07806191117092867
LOCKHEED,PHOENIX III,0.07806191117092867
MAGMA,SUNSPOT,0.07806191117092867
BLACK WIDOW,"JARVIS, EDWIN ",0.07806191117092867
MOONSTONE II,POWER MAN,0.07806191117092867
"SUMMERS, NATHAN CHRI",WOLVERINE,0.07806191117092867
MOONDRAGON,SCARLET WITCH,0.07671601615074024
CYCLOPS,MR. FANTASTIC,0.07671601615074024
IRON MAN,"JONES, RICHARD MILHO",0.07671601615074024
"NORRISS, SISTER BARB",SUB-MARINER,0.07671601615074024
HUMAN TORCH,"WINGFOOT, WYATT",0.07671601615074024
BOOMER,MIRAGE II,0.07671601615074024
DR. STRANGE,VISION ,0.07671601615074024
CAPTAIN AMERICA,FIRESTAR,0.07671601615074024
GREEN GOBLIN,"JAMESON, J. JONAH",0.07671601615074024
HULK,"QUARTERMAIN, CLAY",0.07671601615074024
NIGHT THRASHER,SPEEDBALL,0.07671601615074024
HAWK,IRON MAN IV,0.07671601615074024
DAREDEVIL,INVISIBLE WOMAN,0.07671601615074024
HOGUN [ASGARDIAN],KARNILLA [ASGARDIAN],0.07671601615074024
SHE-HULK,SPIDER-MAN,0.07671601615074024
LOCKJAW [INHUMAN],TRITON,0.07671601615074024
DAZZLER II,STORM,0.07537012113055182
CANNONBALL II,CYPHER,0.07537012113055182
BALDER [ASGARDIAN],VIZIER,0.07537012113055182
"SUMMERS, NATHAN CHRI",SUNSPOT,0.07537012113055182
SUB-MARINER,VISION ,0.07537012113055182
BOX IV,PUCK,0.07537012113055182
DAZZLER II,LONGSHOT,0.07537012113055182
BEAST,HUMAN TORCH,0.07537012113055182
CAPTAIN AMERICA,STORM,0.07537012113055182
KARNILLA [ASGARDIAN],ODIN [ASGARDIAN],0.07537012113055182
NIGHTCRAWLER,WOLFSBANE,0.07537012113055182
BEAST,QUICKSILVER,0.07537012113055182
IRON MAN,MADAME MASQUE,0.07537012113055182
GEE,"POWER, DR. JIM",0.07537012113055182
CAPTAIN AMERICA,MOONDRAGON,0.07537012113055182
SPIDER-MAN,"STACY, JILL",0.07537012113055182
MAGIK,MAGMA,0.07537012113055182
BLACK BOLT,THING,0.07537012113055182
DOMINO III,THUNDERBIRD II,0.07537012113055182
HAWK,SPIDER-MAN,0.07537012113055182
LILANDRA NERAMANI [S,STORM,0.0740242261103634
COUNTERWEIGHT,"POWER, DR. JIM",0.0740242261103634
BEAST,BISHOP ,0.0740242261103634
KINGPIN,"NELSON, FRANKLIN FOG",0.0740242261103634
PROFESSOR X,WOLFSBANE,0.0740242261103634
LIGHTSPEED,"POWER, DR. JIM",0.0740242261103634
GORGON [INHUMAN],THING,0.0740242261103634
"LEEDS, BETTY BRANT","OSBORN, HARRY",0.0740242261103634
"CARTER, SHARON",FALCON,0.0740242261103634
TIGRA,VISION ,0.0740242261103634
LIVING LIGHTNING,SCARLET WITCH,0.0740242261103634
CAPTAIN AMERICA,USAGENT,0.0740242261103634
POWER MAN,SCREAMING MIMI,0.0740242261103634
CAPTAIN AMERICA,TIGRA,0.0740242261103634
HUSK,PENANCE,0.0740242261103634
COUNTERWEIGHT II,"POWER, DR. JIM",0.0740242261103634
APOCALYPSE,CYCLOPS,0.0740242261103634
PENANCE,WHITE QUEEN,0.07267833109017496
CAPTAIN AMERICA,THUNDERSTRIKE,0.07267833109017496
FORGE,WOLVERINE,0.07267833109017496
BEAST,"NORRISS, SISTER BARB",0.07267833109017496
JUBILEE,PSYLOCKE,0.07267833109017496
SHATTERSTAR II,THUNDERBIRD II,0.07267833109017496
JUBILEE,STORM,0.07267833109017496
CYPHER,MIRAGE II,0.07267833109017496
"GRANT, GLORIA GLORY","WATSON-PARKER, MARY ",0.07267833109017496
APOCALYPSE,MARVEL GIRL,0.07267833109017496
BANSHEE,PENANCE,0.07267833109017496
DR. STRANGE,THING,0.07267833109017496
BLACK BOLT,HUMAN TORCH,0.07267833109017496
CANNONBALL II,MAGNETO,0.07267833109017496
COLOSSUS II,DAZZLER II,0.07267833109017496
HERCULES [GREEK GOD],SERSI,0.07267833109017496
BLACK PANTHER,"JARVIS, EDWIN ",0.07267833109017496
LEECH,"MADDICKS, ARTHUR ART",0.07267833109017496
FANDRAL [ASGARDIAN],KARNILLA [ASGARDIAN],0.07267833109017496
CRYSTAL [INHUMAN],SCARLET WITCH,0.07267833109017496
CAPTAIN AMERICA,PHARAOH RAMA-TUT,0.07133243606998654
CANNONBALL II,SIRYN,0.07133243606998654
MR. FANTASTIC,"WINGFOOT, WYATT",0.07133243606998654
BEETLE,SCREAMING MIMI,0.07133243606998654
FORGE,STORM,0.07133243606998654
MOCKINGBIRD,WASP,0.07133243606998654
CANNONBALL II,ICEMAN,0.07133243606998654
HUMAN TORCH,WONDER MAN,0.07133243606998654
BLACK KNIGHT V,THOR,0.07133243606998654
QUASAR III,SERSI,0.07133243606998654
LONGSHOT,ROGUE ,0.07133243606998654
"ARBOGAST, BAMBI",IRON MAN IV,0.07133243606998654
HERCULES [GREEK GOD],QUASAR III,0.07133243606998654
BOOMER,SHATTERSTAR II,0.07133243606998654
MARROW,STORM,0.07133243606998654
BEAST,INVISIBLE WOMAN,0.07133243606998654
CAPTAIN AMERICA,SILVER SURFER,0.07133243606998654
KARNILLA [ASGARDIAN],VOLSTAGG,0.07133243606998654
"CABE, BETHANY",IRON MAN,0.07133243606998654
MAGNETO,NIGHTCRAWLER,0.07133243606998654
LIVING LIGHTNING,WONDER MAN,0.07133243606998654
CAPTAIN AMERICA,COLOSSUS II,0.07133243606998654
SPIDER-MAN,VENOM,0.07133243606998654
BISHOP ,CYCLOPS,0.07133243606998654
LONGSHOT,PSYLOCKE,0.07133243606998654
BLACK KNIGHT V,"JARVIS, EDWIN ",0.07133243606998654
QUASAR III,WONDER MAN,0.07133243606998654
CANNONBALL II,ROGUE ,0.06998654104979811
COLOSSUS II,THING,0.06998654104979811
BEAST,GARGOYLE II,0.06998654104979811
GAMBIT,JUBILEE,0.06998654104979811
BLACK WIDOW,"PETROVITCH, IVAN",0.06998654104979811
SHE-HULK,WOLVERINE,0.06998654104979811
ANT-MAN,SUB-MARINER,0.06998654104979811
CYCLOPS,HULK,0.06998654104979811
"JAMESON, J. JONAH","LEEDS, NED",0.06998654104979811
JUSTICE II,NIGHT THRASHER,0.06998654104979811
"WOLFE, SARA",WONG,0.06998654104979811
"CARTER, SHARON","FURY, COL. NICHOLAS ",0.06998654104979811
HAVOK,WOLFSBANE,0.06998654104979811
GALACTUS,THING,0.06998654104979811
MR. FANTASTIC,WOLVERINE,0.06998654104979811
KARNILLA [ASGARDIAN],LOKI [ASGARDIAN],0.06998654104979811
GORGON [INHUMAN],HUMAN TORCH,0.06998654104979811
GALACTUS,MR. FANTASTIC,0.06998654104979811
"HARKNESS, AGATHA",THING,0.06998654104979811
CAPTAIN MARVEL II,"JARVIS, EDWIN ",0.06998654104979811
BLACK KNIGHT V,HAWK,0.06998654104979811
DAREDEVIL,IRON MAN,0.06998654104979811
DORMAMMU,DR. STRANGE,0.06998654104979811
GEE,"POWER, MARGARET",0.06864064602960969
BARON MORDO,DR. STRANGE,0.06864064602960969
JUSTICE II,NAMORITA,0.06864064602960969
BLOB,PYRO,0.06864064602960969
"CAGE, LUKE","WING, COLLEEN",0.06864064602960969
MIRAGE II,THUNDERBIRD II,0.06864064602960969
ANGEL,CAPTAIN AMERICA,0.06864064602960969
KARNAK [INHUMAN],THING,0.06864064602960969
GREEN GOBLIN,"WATSON-PARKER, MARY ",0.06864064602960969
"MERCADO, JOY",SPIDER-MAN,0.06864064602960969
HAWK,POWER MAN,0.06864064602960969
DAREDEVIL,MR. FANTASTIC,0.06864064602960969
RICTOR,SUNSPOT,0.06864064602960969
STORM,WOLFSBANE,0.06864064602960969
MR. FANTASTIC,PROFESSOR X,0.06864064602960969
BISHOP ,GAMBIT,0.06864064602960969
CYPHER,NIGHTCRAWLER,0.06864064602960969
"SUMMERS, NATHAN CHRI",THUNDERBIRD II,0.06864064602960969
DR. STRANGE,IRON MAN,0.06864064602960969
HULK,"JONES, MARLO CHANDLE",0.06864064602960969
"LEEDS, BETTY BRANT","LEEDS, NED",0.06864064602960969
BEETLE,MOONSTONE II,0.06729475100942127
HAVOK,STRONG GUY,0.06729475100942127
PHARAOH RAMA-TUT,WASP,0.06729475100942127
SILVER SURFER,SUB-MARINER,0.06729475100942127
GAMBIT,NIGHTCRAWLER,0.06729475100942127
POLARIS,ROGUE ,0.06729475100942127
THING,UATU,0.06729475100942127
CYCLOPS,SPIDER-MAN,0.06729475100942127
GORGON [INHUMAN],MR. FANTASTIC,0.06729475100942127
BINARY,WONDER MAN,0.06729475100942127
"HUDSON, HEATHER",TALISMAN II,0.06729475100942127
"JONES, RICHARD MILHO",WASP,0.06729475100942127
USAGENT,WASP,0.06729475100942127
PENANCE,SYNCH,0.06729475100942127
QUICKSILVER,THING,0.06729475100942127
"HARKNESS, AGATHA",HUMAN TORCH,0.06729475100942127
LONGSHOT,WOLVERINE,0.06729475100942127
"HARKNESS, AGATHA",INVISIBLE WOMAN,0.06729475100942127
CAPTAIN AMERICA,MOCKINGBIRD,0.06729475100942127
PROFESSOR X,SUNSPOT,0.06729475100942127
BEAST,MAGNETO,0.06729475100942127
BEAST,SPIDER-MAN,0.06729475100942127
MR. FANTASTIC,STORM,0.06729475100942127
CYCLOPS,JUBILEE,0.06729475100942127
GALACTUS,HUMAN TORCH,0.06729475100942127
BLACK PANTHER,WONDER MAN,0.06729475100942127
INVISIBLE WOMAN,WOLVERINE,0.06729475100942127
SHAMAN,SNOWBIRD,0.06594885598923284
BLACK BOLT,MR. FANTASTIC,0.06594885598923284
CYPHER,MAGIK,0.06594885598923284
DAZZLER II,HAVOK,0.06594885598923284
MARROW,WOLVERINE,0.06594885598923284
DAREDEVIL,"JAMESON, J. JONAH",0.06594885598923284
MOONDRAGON,THOR,0.06594885598923284
BLACK KNIGHT V,IRON MAN,0.06594885598923284
BLACK KNIGHT V,SUB-MARINER,0.06594885598923284
IRON MAN,JOCASTA,0.06594885598923284
IRON MAN,MOONDRAGON,0.06594885598923284
HAWK,"JONES, RICHARD MILHO",0.06594885598923284
THING,TRITON,0.06594885598923284
COUNTERWEIGHT,"POWER, MARGARET",0.06594885598923284
BLACK BOLT,MAXIMUS [INHUMAN],0.06594885598923284
LIGHTSPEED,"POWER, MARGARET",0.06594885598923284
WOLFSBANE,WOLVERINE,0.06594885598923284
DAREDEVIL,"GLENN, HEATHER",0.06594885598923284
DR. STRANGE,HUMAN TORCH,0.06594885598923284
COUNTERWEIGHT II,"POWER, MARGARET",0.06594885598923284
HERCULES [GREEK GOD],ICEMAN,0.06594885598923284
MR. FANTASTIC,WONDER MAN,0.06594885598923284
BEAST,DR. STRANGE,0.06594885598923284
HAWK,SUB-MARINER,0.06460296096904442
INVISIBLE WOMAN,"WINGFOOT, WYATT",0.06460296096904442
CYCLOPS,LILANDRA NERAMANI [S,0.06460296096904442
FIRESTAR,SCARLET WITCH,0.06460296096904442
"JONES, RICHARD MILHO",THOR,0.06460296096904442
"POWER, DR. JIM","POWER, MARGARET",0.06460296096904442
MARVEL GIRL,THING,0.06460296096904442
LILANDRA NERAMANI [S,WOLVERINE,0.06460296096904442
HUMAN TORCH,KARNAK [INHUMAN],0.06460296096904442
ANGEL,BISHOP ,0.06460296096904442
CAPTAIN AMERICA,ICEMAN,0.06460296096904442
DIAMOND LIL,"HUDSON, HEATHER",0.06460296096904442
SPIDER-MAN,VULTURE,0.06460296096904442
COLOSSUS II,MAGIK,0.06460296096904442
CANNONBALL II,DOMINO III,0.06460296096904442
HAWK,SPIDER-WOMAN II,0.06460296096904442
"HUDSON, HEATHER",PERSUASION,0.06460296096904442
ANT-MAN,HULK,0.06460296096904442
ANGEL,HERCULES [GREEK GOD],0.06460296096904442
COLOSSUS II,HUMAN TORCH,0.06460296096904442
DAREDEVIL,"URICH, BEN",0.06460296096904442
BEAST,NIGHTCRAWLER,0.06460296096904442
BLACK PANTHER,THING,0.06460296096904442
BLACK WIDOW,WONDER MAN,0.06460296096904442
MAGNETO,MIRAGE II,0.06460296096904442
MAGNETO,MARVEL GIRL,0.06460296096904442
GORGON [INHUMAN],MAXIMUS [INHUMAN],0.06460296096904442
ANT-MAN II,THING,0.06460296096904442
BEAST,BOOMER,0.063257065948856
BLACK BOLT,INVISIBLE WOMAN,0.063257065948856
KARNAK [INHUMAN],MR. FANTASTIC,0.063257065948856
POLARIS,STRONG GUY,0.063257065948856
BLACK PANTHER,QUICKSILVER,0.063257065948856
MAGNETO,WOLFSBANE,0.063257065948856
INVISIBLE WOMAN,UATU,0.063257065948856
BLACK PANTHER,"LYNNE, MONICA",0.063257065948856
ANGEL,HUMAN TORCH,0.063257065948856
CANNONBALL II,KARMA,0.063257065948856
HUMAN TORCH,ICEMAN,0.063257065948856
DR. STRANGE,MR. FANTASTIC,0.063257065948856
JUSTICE II,SPEEDBALL,0.063257065948856
FIREFIST,SKIDS,0.063257065948856
BANSHEE,MARVEL GIRL,0.063257065948856
ANT-MAN,"JONES, RICHARD MILHO",0.063257065948856
MARROW,ROGUE ,0.063257065948856
FIRESTAR,VISION ,0.063257065948856
QUASAR III,THOR,0.063257065948856
FALCON,VISION ,0.063257065948856
CAPTAIN AMERICA,ROGUE ,0.063257065948856
DOMINO III,"SUMMERS, NATHAN CHRI",0.063257065948856
KARNAK [INHUMAN],MAXIMUS [INHUMAN],0.063257065948856
ANGEL,THING,0.063257065948856
MAGIK,SHADOWCAT,0.063257065948856
ICEMAN,THING,0.06191117092866756
CAPTAIN AMERICA,JUSTICE II,0.06191117092866756
BLACK KNIGHT V,CRYSTAL [INHUMAN],0.06191117092866756
JUBILEE,M,0.06191117092866756
COLOSSUS II,MARROW,0.06191117092866756
MR. FANTASTIC,MS. MARVEL II,0.06191117092866756
